waist,shoulder,elbow,wrist_angle,wrist_rotate
2.84447,3.82744,3.4619,2.17943,3.06103
2.84447,3.83051,3.4619,2.17789,3.06256
2.84447,3.83204,3.4619,2.17636,3.06564
2.84447,3.83512,3.4619,2.17636,3.06717
2.84447,3.83665,3.46343,2.17636,3.06871
2.84447,3.83819,3.46343,2.17482,3.07178
2.846,3.83819,3.46497,2.17482,3.07332
2.846,3.83972,3.46497,2.17482,3.07485
2.846,3.83972,3.4665,2.17482,3.07792
2.846,3.83972,3.46804,2.17482,3.08099
2.846,3.84126,3.46804,2.17328,3.08407
2.846,3.84126,3.46957,2.17482,3.0856
2.846,3.84126,3.46957,2.17328,3.0856
2.84447,3.8428,3.46957,2.17328,3.08714
2.84447,3.84433,3.46957,2.17175,3.08867
2.84447,3.84587,3.46957,2.17175,3.09021
2.84447,3.8474,3.46957,2.17021,3.09175
2.84447,3.8474,3.46957,2.17021,3.09175
2.84447,3.84894,3.46957,2.16868,3.09175
2.84293,3.84894,3.46957,2.16714,3.09175
2.84293,3.84894,3.46957,2.1656,3.09175
2.84293,3.84894,3.46957,2.1656,3.09175
2.84293,3.84894,3.46957,2.16407,3.09175
2.84447,3.84894,3.46957,2.16253,3.09175
2.84447,3.84894,3.46957,2.161,3.09175
2.84447,3.85048,3.47111,2.15946,3.09175
2.84447,3.85201,3.47111,2.15946,3.09328
2.84447,3.85201,3.47111,2.15946,3.09328
2.84293,3.85201,3.46957,2.15793,3.09328
2.84293,3.85355,3.46804,2.15793,3.09328
2.84447,3.85355,3.4665,2.15793,3.09328
2.84447,3.85355,3.46497,2.15793,3.09328
2.846,3.85355,3.4619,2.15639,3.09328
2.846,3.85355,3.46036,2.15639,3.09328
2.84754,3.85355,3.45882,2.15639,3.09328
2.84754,3.85355,3.45422,2.15485,3.09328
2.84908,3.85355,3.45114,2.15485,3.09482
2.84908,3.85355,3.44807,2.15485,3.09482
2.85061,3.85355,3.445,2.15485,3.09482
2.85215,3.85355,3.44193,2.15485,3.09789
2.85215,3.85355,3.44039,2.15485,3.09789
2.85368,3.85355,3.43886,2.15485,3.09789
2.85368,3.85355,3.43886,2.15485,3.09943
2.85522,3.85355,3.43886,2.15485,3.09943
2.85522,3.85355,3.43886,2.15485,3.09943
2.85675,3.85355,3.43886,2.15485,3.09943
2.85675,3.85355,3.44039,2.15485,3.10096
2.85675,3.85355,3.44193,2.15485,3.10096
2.85675,3.85355,3.44193,2.15485,3.10096
2.85675,3.85355,3.44193,2.15485,3.1025
2.85829,3.85355,3.44346,2.15485,3.1025
2.85829,3.85355,3.445,2.15485,3.10403
2.85829,3.85355,3.44346,2.15485,3.10403
2.85829,3.85355,3.445,2.15485,3.10403
2.85829,3.85355,3.445,2.15485,3.10403
2.85983,3.85355,3.445,2.15485,3.10403
2.85983,3.85355,3.445,2.15485,3.10403
2.85983,3.85355,3.44346,2.15485,3.10403
2.85983,3.85355,3.44346,2.15485,3.10403
2.85983,3.85355,3.44346,2.15485,3.10403
2.85983,3.85355,3.44346,2.15485,3.10403
2.85983,3.85355,3.44346,2.15485,3.10403
2.85983,3.85355,3.445,2.15485,3.10403
2.85983,3.85355,3.445,2.15485,3.10557
2.85983,3.85355,3.445,2.15485,3.10403
2.85983,3.85355,3.44654,2.15485,3.10557
2.85983,3.85355,3.44654,2.15485,3.10557
2.85983,3.85355,3.44807,2.15485,3.10557
2.85829,3.85355,3.44807,2.15485,3.10557
2.85829,3.85355,3.44961,2.15485,3.10403
2.85829,3.85355,3.45114,2.15485,3.10557
2.85675,3.85355,3.45268,2.15485,3.10557
2.85675,3.85355,3.45422,2.15485,3.10557
2.85522,3.85355,3.45575,2.15485,3.10557
2.85368,3.85355,3.45729,2.15485,3.10403
2.85368,3.85355,3.45729,2.15485,3.10403
2.85215,3.85355,3.45882,2.15485,3.10403
2.85215,3.85355,3.45882,2.15485,3.10403
2.85061,3.85355,3.46036,2.15485,3.10403
2.84908,3.85355,3.46036,2.15485,3.10557
2.84754,3.85355,3.46036,2.15485,3.10403
2.84754,3.85355,3.4619,2.15485,3.10403
2.846,3.85355,3.4619,2.15485,3.10403
2.846,3.85355,3.46343,2.15485,3.10403
2.84447,3.85355,3.46343,2.15485,3.10403
2.84293,3.85355,3.46497,2.15485,3.10403
2.8414,3.85355,3.4665,2.15485,3.10403
2.83986,3.85355,3.46804,2.15485,3.10403
2.83832,3.85355,3.46957,2.15485,3.10403
2.83679,3.85355,3.46957,2.15485,3.10403
2.83525,3.85355,3.47265,2.15485,3.10403
2.83372,3.85201,3.47418,2.15485,3.10403
2.83218,3.85201,3.47725,2.15485,3.10403
2.83064,3.85201,3.47879,2.15485,3.10403
2.82911,3.85201,3.48033,2.15485,3.10403
2.82757,3.85201,3.48186,2.15485,3.10403
2.82757,3.85201,3.4834,2.15485,3.10403
2.82604,3.85048,3.48493,2.15485,3.10403
2.8245,3.85048,3.48647,2.15485,3.10403
2.82297,3.8474,3.48801,2.15485,3.10403
2.82297,3.84587,3.48954,2.15485,3.10403
2.82143,3.84587,3.48954,2.15485,3.10403
2.81989,3.84433,3.49108,2.15332,3.10403
2.81682,3.8428,3.49261,2.15332,3.10403
2.81529,3.84126,3.49569,2.15178,3.10403
2.81375,3.84126,3.49722,2.15025,3.10403
2.81068,3.83972,3.49722,2.14871,3.10403
2.80761,3.83972,3.50029,2.14717,3.10403
2.80607,3.83819,3.50029,2.1441,3.10403
2.80453,3.83819,3.50183,2.14257,3.10403
2.80146,3.83665,3.50336,2.13949,3.10403
2.79993,3.83512,3.50644,2.13642,3.10403
2.79686,3.83358,3.50951,2.13489,3.10403
2.79378,3.83204,3.51104,2.13181,3.10403
2.79225,3.83204,3.51258,2.12874,3.10403
2.78918,3.83051,3.51565,2.12567,3.10403
2.78764,3.82897,3.51719,2.1226,3.10403
2.7861,3.82744,3.52026,2.12106,3.10403
2.78457,3.8259,3.52333,2.11953,3.10403
2.7815,3.8259,3.5264,2.11646,3.10403
2.77996,3.8259,3.52947,2.11185,3.10403
2.77842,3.8259,3.53255,2.11031,3.10403
2.77689,3.8259,3.53562,2.11031,3.10403
2.77535,3.82437,3.53715,2.11031,3.10403
2.77382,3.8259,3.54023,2.11031,3.10403
2.77382,3.82437,3.5433,2.11031,3.10403
2.77228,3.8259,3.54637,2.10878,3.10403
2.77075,3.82437,3.54791,2.10878,3.10403
2.77075,3.82437,3.55098,2.10724,3.10403
2.77075,3.82437,3.55251,2.10724,3.10403
2.77075,3.82437,3.55405,2.10724,3.10403
2.77075,3.82437,3.55405,2.10724,3.10403
2.77075,3.82437,3.55712,2.1057,3.10403
2.77075,3.82437,3.55558,2.1057,3.10403
2.77075,3.82437,3.55558,2.10724,3.10403
2.77075,3.82437,3.55558,2.1057,3.10403
2.77075,3.82437,3.55405,2.1057,3.10403
2.77075,3.82437,3.55405,2.10724,3.10403
2.77075,3.82437,3.55251,2.10724,3.10403
2.77075,3.82437,3.55251,2.1057,3.10403
2.77075,3.82437,3.55098,2.1057,3.10403
2.77075,3.82437,3.54944,2.10724,3.10403
