waist,shoulder,elbow,wrist_angle,wrist_rotate
3.17008,2.9658,3.21615,3.19158,3.12707
3.17161,2.97041,3.21155,3.18851,3.12707
3.17315,2.97502,3.20694,3.18697,3.12707
3.17315,2.98116,3.20079,3.18544,3.12707
3.17468,2.98731,3.19619,3.1839,3.12707
3.17622,2.99345,3.19311,3.1839,3.12707
3.17776,3.00113,3.18851,3.18236,3.12707
3.17929,3.00574,3.18236,3.18236,3.12707
3.18083,3.01034,3.17776,3.18236,3.12707
3.18236,3.01495,3.17468,3.18236,3.12707
3.18236,3.0211,3.17161,3.18236,3.12707
3.1839,3.02417,3.17008,3.18236,3.12707
3.1839,3.02877,3.16854,3.18236,3.12707
3.1839,3.03185,3.167,3.18236,3.12707
3.1839,3.03338,3.167,3.18236,3.12707
3.18544,3.03492,3.16854,3.18236,3.12707
3.18544,3.03492,3.16854,3.18236,3.12707
3.1839,3.03492,3.17161,3.18083,3.12707
3.1839,3.03338,3.17315,3.18236,3.12707
3.1839,3.03338,3.17468,3.18236,3.12707
3.18544,3.03338,3.17622,3.18236,3.12707
3.1839,3.03338,3.17622,3.18236,3.12707
3.1839,3.03338,3.17776,3.18236,3.12707
3.18544,3.03338,3.17776,3.18236,3.12707
3.1839,3.03338,3.17776,3.18236,3.12707
3.1839,3.03338,3.17929,3.18236,3.12707
3.18544,3.03338,3.17929,3.18236,3.12707
3.1839,3.03338,3.18083,3.18236,3.12707
3.18544,3.03338,3.18236,3.18236,3.12707
3.1839,3.03338,3.18236,3.18236,3.12707
