time,waist,shoulder,elbow,wrist_angle,wrist_rotate,gripper,left_finger,right_finger
0.0,0.00306796,-1.9052,1.64136,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.0008795074758135445,0.00306796,-1.9052,1.64136,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.001759014951627089,0.00460194,-1.9052,1.64289,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.002638522427440633,0.00460194,-1.9052,1.64289,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.003518029903254178,0.00306796,-1.9052,1.64136,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.0043975373790677225,0.00460194,-1.9052,1.64136,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.005277044854881266,0.00306796,-1.9052,1.64136,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.006156552330694811,0.00460194,-1.9052,1.64289,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.007036059806508356,0.00460194,-1.9052,1.64136,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.0079155672823219,0.00306796,-1.9052,1.64289,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.008795074758135445,0.00306796,-1.9052,1.64136,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.00967458223394899,0.00306796,-1.9052,1.64136,0.653476,-0.0153398,0.0168738,0.0197312,-0.0197312
0.010554089709762533,0.00306796,-1.9052,1.64136,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.011433597185576077,0.00460194,-1.9052,1.64289,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.012313104661389622,0.00306796,-1.9052,1.64289,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.013192612137203167,0.00306796,-1.9052,1.64136,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.014072119613016711,0.00460194,-1.9052,1.64289,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.014951627088830256,0.00306796,-1.9052,1.64136,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.0158311345646438,0.00306796,-1.9052,1.64136,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.016710642040457344,0.00306796,-1.9052,1.64289,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.01759014951627089,0.00460194,-1.9052,1.64136,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.018469656992084433,0.00306796,-1.9052,1.64136,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.01934916446789798,0.00306796,-1.9052,1.64289,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.020228671943711522,0.00460194,-1.9052,1.64289,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.021108179419525065,0.00460194,-1.9052,1.64136,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.02198768689533861,0.00306796,-1.9052,1.64289,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.022867194371152155,0.00460194,-1.9052,1.64136,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.0237467018469657,0.00460194,-1.9052,1.64289,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.024626209322779244,0.00306796,-1.9052,1.64289,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.02550571679859279,0.00460194,-1.9052,1.64289,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.026385224274406333,0.00460194,-1.9052,1.64289,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.02726473175021988,0.00306796,-1.9052,1.64289,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.028144239226033423,0.00460194,-1.9052,1.64289,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.029023746701846966,0.00306796,-1.9052,1.64136,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.029903254177660512,0.00460194,-1.9052,1.64136,0.653476,-0.0153398,0.0168738,0.0197312,-0.0197312
0.030782761653474055,0.00306796,-1.9052,1.64136,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.0316622691292876,0.00306796,-1.9052,1.64136,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.032541776605101144,0.00306796,-1.9052,1.64289,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.03342128408091469,0.00306796,-1.9052,1.64289,0.653476,-0.0153398,0.0168738,0.0197312,-0.0197312
0.03430079155672824,0.00306796,-1.9052,1.64289,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.03518029903254178,0.00306796,-1.9052,1.64136,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.03605980650835532,0.00460194,-1.9052,1.64136,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.036939313984168866,0.00306796,-1.9052,1.64289,0.653476,-0.0153398,0.0168738,0.0197312,-0.0197312
0.03781882145998241,0.00460194,-1.9052,1.64136,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.03869832893579596,0.00460194,-1.9052,1.64289,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.0395778364116095,0.00460194,-1.9052,1.64289,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.040457343887423045,0.00460194,-1.9052,1.64289,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.04133685136323659,0.00460194,-1.9052,1.64136,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.04221635883905013,0.00306796,-1.90674,1.64289,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.04309586631486368,0.00460194,-1.9052,1.64136,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.04397537379067722,0.00460194,-1.9052,1.64289,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.044854881266490766,0.00306796,-1.9052,1.64289,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.04573438874230431,0.00306796,-1.90674,1.64136,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.04661389621811786,0.00306796,-1.9052,1.64136,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.0474934036939314,0.00460194,-1.9052,1.64136,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.048372911169744945,0.00306796,-1.9052,1.64289,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.04925241864555849,0.00460194,-1.9052,1.64136,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.05013192612137203,0.00460194,-1.9052,1.64136,0.653476,-0.0153398,0.0168738,0.0197312,-0.0197312
0.05101143359718558,0.00306796,-1.9052,1.64136,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.051890941072999124,0.00460194,-1.9052,1.64289,0.653476,-0.0153398,0.0168738,0.0197312,-0.0197312
0.052770448548812667,0.00306796,-1.9052,1.64289,0.653476,-0.0153398,0.0168738,0.0197312,-0.0197312
0.05364995602462621,0.00306796,-1.9052,1.64136,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.05452946350043976,0.00306796,-1.9052,1.64136,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
0.0554089709762533,0.00306796,-1.9052,1.64136,0.653476,-0.0153398,0.0168738,0.0197312,-0.0197312
0.056288478452066845,0.00306796,-1.9052,1.64136,0.65501,-0.0153398,0.0168738,0.0197312,-0.0197312
