time,waist,shoulder,elbow,wrist_angle,wrist_rotate,gripper,left_finger,right_finger
0.0,0.00460194,-1.9052,1.62602,0.713301,-0.00460194,0.0168738,0.0197312,-0.0197312
0.0009345794392523365,0.00460194,-1.90367,1.62602,0.713301,-0.00460194,0.0168738,0.0197312,-0.0197312
0.001869158878504673,0.00460194,-1.90367,1.62602,0.713301,-0.00460194,0.0168738,0.0197312,-0.0197312
0.0028037383177570096,0.00460194,-1.90367,1.62755,0.713301,-0.00460194,0.0168738,0.0197312,-0.0197312
0.003738317757009346,0.00460194,-1.90367,1.62755,0.713301,-0.00460194,0.0168738,0.0197312,-0.0197312
0.004672897196261683,0.00460194,-1.90367,1.62602,0.713301,-0.00460194,0.0168738,0.0197312,-0.0197312
0.005607476635514019,0.00460194,-1.90367,1.62755,0.713301,-0.00460194,0.0168738,0.0197312,-0.0197312
0.0065420560747663555,0.00460194,-1.90367,1.62602,0.713301,-0.00460194,0.0168738,0.0197312,-0.0197312
0.007476635514018692,0.00460194,-1.90367,1.62602,0.713301,-0.00460194,0.0168738,0.0197312,-0.0197312
0.008411214953271028,0.00460194,-1.90367,1.62602,0.713301,-0.00460194,0.0168738,0.0197312,-0.0197312
0.009345794392523366,0.00613592,-1.90367,1.62602,0.713301,-0.00460194,0.0168738,0.0197312,-0.0197312
0.010280373831775701,0.00460194,-1.9052,1.62602,0.713301,-0.00460194,0.0168738,0.0197312,-0.0197312
0.011214953271028038,0.00460194,-1.90367,1.62602,0.713301,-0.00460194,0.0168738,0.0197312,-0.0197312
0.012149532710280374,0.00460194,-1.90367,1.62755,0.713301,-0.00460194,0.0168738,0.0197312,-0.0197312
0.013084112149532711,0.00460194,-1.90367,1.62602,0.713301,-0.00460194,0.0168738,0.0197312,-0.0197312
0.014018691588785047,0.00460194,-1.9052,1.62602,0.713301,-0.00460194,0.0168738,0.0197312,-0.0197312
0.014953271028037384,0.00460194,-1.90367,1.62755,0.713301,-0.00460194,0.0168738,0.0197312,-0.0197312
0.01588785046728972,0.00460194,-1.90367,1.62755,0.713301,-0.00460194,0.0168738,0.0197312,-0.0197312
0.016822429906542057,0.00460194,-1.9052,1.62602,0.713301,-0.00460194,0.0168738,0.0197312,-0.0197312
0.017757009345794394,0.00460194,-1.9052,1.62755,0.713301,-0.00460194,0.0168738,0.0197312,-0.0197312
0.01869158878504673,0.00460194,-1.90367,1.62602,0.713301,-0.00460194,0.0168738,0.0197312,-0.0197312
0.019626168224299065,0.00460194,-1.9052,1.62755,0.713301,-0.00460194,0.0168738,0.0197312,-0.0197312
0.020560747663551402,0.00460194,-1.90367,1.62602,0.713301,-0.00460194,0.0168738,0.0197312,-0.0197312
