179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,180.048,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.696,72.072,274.56,217.888,180.048,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,180.048,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.696,72.072,274.56,217.888,179.96,151.888
179.696,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.8,179.96,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.696,72.072,274.56,217.888,180.048,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,180.048,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,180.048,151.888
179.608,72.072,274.56,217.888,179.96,151.976
179.608,72.072,274.56,217.888,180.048,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.696,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,180.048,151.888
179.608,72.072,274.56,217.888,180.048,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,180.048,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,180.048,151.888
179.608,71.984,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,180.048,151.888
179.608,72.072,274.56,217.888,180.048,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,180.048,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,180.048,151.888
179.608,72.072,274.56,217.888,180.048,151.888
179.608,72.072,274.56,217.888,180.048,151.888
179.608,72.072,274.56,217.888,180.048,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.608,71.984,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,180.048,151.888
179.608,72.072,274.56,217.888,180.048,151.888
179.608,72.072,274.56,217.888,180.048,151.888
179.696,72.072,274.56,217.888,180.048,151.888
179.608,72.072,274.56,217.888,180.048,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.696,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,180.048,151.888
179.608,72.072,274.56,217.888,180.048,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.696,72.072,274.56,217.888,180.048,151.888
179.696,72.072,274.56,217.888,180.048,151.888
179.608,72.072,274.56,217.888,180.048,151.888
179.608,72.072,274.56,217.888,180.048,151.888
179.608,72.072,274.56,217.888,180.048,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.52,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,179.96,151.888
179.52,72.072,274.56,217.888,179.96,151.888
179.608,72.072,274.56,217.888,179.872,151.976
179.52,72.072,274.56,217.888,179.784,151.888
179.608,72.072,274.56,217.888,179.784,151.888
179.608,72.072,274.56,217.888,179.696,151.888
179.52,72.072,274.384,217.712,179.696,151.888
179.608,72.072,274.12,217.712,179.696,151.888
179.608,72.072,273.68,217.536,179.696,151.888
179.696,72.072,272.976,217.36,179.696,151.888
179.696,72.16,272.184,217.184,179.696,151.888
179.784,72.16,271.392,216.92,179.696,151.888
179.784,72.336,270.336,216.656,179.696,151.888
179.784,72.512,269.192,216.392,179.696,151.888
179.784,72.776,267.96,216.216,179.784,151.888
179.784,73.216,266.816,216.04,179.784,151.888
179.784,73.744,265.584,215.776,179.872,151.888
179.784,74.536,264.352,215.6,179.872,151.888
179.784,75.504,263.12,215.512,179.872,151.888
179.872,76.56,261.888,215.512,179.96,151.888
179.872,77.792,260.744,215.424,179.96,151.888
180.048,79.2,259.6,215.424,180.048,151.888
180.136,80.784,258.368,215.424,180.048,151.888
180.312,82.368,257.224,215.424,180.048,151.888
180.488,83.952,256.168,215.512,180.136,151.888
180.576,85.624,255.024,215.512,180.136,151.888
180.576,87.208,254.056,215.512,180.136,151.888
180.576,88.792,252.912,215.512,180.136,151.888
180.576,90.376,251.856,215.512,180.136,151.888
180.576,92.048,250.624,215.512,180.136,151.888
180.576,93.544,249.568,215.336,180.048,151.888
180.576,95.04,248.424,215.248,180.048,151.888
180.576,96.624,247.28,215.16,180.048,151.888
180.488,98.12,246.136,215.16,180.048,151.888
180.4,99.616,244.992,214.984,180.048,151.888
180.312,101.2,243.848,214.808,180.048,151.888
180.224,102.696,242.616,214.632,180.048,151.888
180.136,104.192,241.472,214.456,180.048,151.888
180.048,105.6,240.24,214.28,180.048,151.888
180.048,107.184,239.008,214.016,179.96,151.888
179.96,108.68,237.6,213.752,180.048,151.888
179.96,110,236.368,213.488,180.048,151.888
179.872,111.496,235.048,213.224,180.048,151.888
179.784,112.992,233.816,212.96,180.048,151.888
179.696,114.4,232.584,212.696,180.048,151.888
179.696,115.896,231.264,212.432,180.048,151.888
179.608,117.392,230.032,212.08,180.048,151.888
179.608,118.888,228.712,211.816,180.048,151.888
179.52,120.208,227.48,211.464,180.048,151.888
179.432,121.616,226.248,211.288,180.048,151.888
179.344,122.936,225.016,211.024,180.048,151.888
179.256,124.344,223.784,210.76,180.048,151.888
179.08,125.752,222.552,210.496,180.048,151.888
178.992,127.072,221.32,210.232,180.048,151.888
178.904,128.304,220.088,210.056,180.048,151.888
178.728,129.624,218.768,209.88,180.048,151.888
178.64,130.856,217.624,209.704,180.048,151.888
178.64,132.088,216.48,209.616,180.048,151.888
178.552,133.32,215.248,209.616,180.048,151.888
178.552,134.552,213.928,209.528,180.048,151.888
178.464,135.784,212.608,209.528,180.048,151.888
178.552,137.016,211.376,209.528,180.048,151.888
178.552,138.248,210.056,209.616,180.048,151.888
178.552,139.392,208.736,209.616,180.136,151.888
178.464,140.624,207.416,209.528,180.136,151.888
178.464,141.768,206.184,209.616,180.136,151.888
178.552,142.912,204.952,209.616,180.136,151.888
178.464,144.144,203.72,209.616,180.136,151.888
178.552,145.288,202.4,209.616,180.136,151.888
178.464,146.432,201.256,209.616,180.136,151.888
178.464,147.4,199.936,209.616,180.136,151.888
178.464,148.456,198.792,209.616,180.224,151.888
178.552,149.512,197.648,209.616,180.224,151.888
178.464,150.568,196.504,209.616,180.224,151.888
178.464,151.448,195.448,209.616,180.224,151.888
178.552,152.328,194.48,209.704,180.224,151.888
178.464,153.296,193.6,209.704,180.224,151.888
178.464,154.088,192.632,209.704,180.312,151.888
178.464,154.88,191.84,209.704,180.312,151.888
178.464,155.672,190.96,209.704,180.312,151.888
178.376,156.552,190.168,209.792,180.4,151.888
178.288,157.344,189.376,209.704,180.4,151.888
178.288,158.136,188.496,209.792,180.4,151.888
178.2,158.928,187.704,209.704,180.488,151.888
178.2,159.72,186.912,209.704,180.576,151.888
178.112,160.688,186.12,209.704,180.664,151.888
178.112,161.48,185.328,209.792,180.752,151.888
178.024,162.272,184.536,209.792,180.84,151.888
178.024,163.152,183.832,209.792,180.928,151.888
178.024,163.944,182.952,209.704,181.016,151.888
178.024,164.824,182.16,209.616,181.104,151.888
177.936,165.704,181.368,209.616,181.192,151.888
177.936,166.496,180.576,209.528,181.28,151.888
178.024,167.376,179.784,209.528,181.456,151.888
177.936,168.256,178.992,209.528,181.544,151.888
177.936,168.96,178.2,209.44,181.632,151.888
